Conference,Year,Title,Author,Affiliation
NeurIPS,2006,Analysis of Empirical Bayesian Methods for Neuroelectromagnetic Source Localization,Scott Makeig,"University of California, San Diego"
NeurIPS,2006,Analysis of Empirical Bayesian Methods for Neuroelectromagnetic Source Localization,Bhaskar Rao,None
NeurIPS,2006,Analysis of Contour Motions,Ce Liu,Microsoft Research
NeurIPS,2006,Analysis of Contour Motions,William Freeman,Massachusetts Institute of Technology
NeurIPS,2006,Analysis of Contour Motions,Edward Adelson,None
NeurIPS,2006,Clustering Under Prior Knowledge with Application to  Image Segmentation,Mario T Figueiredo,Instituto Superior Técnico
NeurIPS,2006,Clustering Under Prior Knowledge with Application to  Image Segmentation,Dong Seon Cheng,None
NeurIPS,2006,Clustering Under Prior Knowledge with Application to  Image Segmentation,Vittorio Murino,Istituto Italiano di Tecnologia
NeurIPS,2006,Cross-Validation Optimization for Large Scale Hierarchical Classification Kernel Methods,Matthias Seeger,Amazon
NeurIPS,2006,Natural Actor-Critic for Road Traffic Optimisation,Silvia Richter,None
NeurIPS,2006,Natural Actor-Critic for Road Traffic Optimisation,Douglas Aberdeen,Google
NeurIPS,2006,Natural Actor-Critic for Road Traffic Optimisation,Jin Yu,The University of Adelaide
NeurIPS,2006,A Humanlike Predictor of Facial Attractiveness,Amit Kagian,Yahoo! Research
NeurIPS,2006,A Humanlike Predictor of Facial Attractiveness,Gideon Dror,Academic College of Tel Aviv Yaffo
NeurIPS,2006,A Humanlike Predictor of Facial Attractiveness,Tommer Leyvand,None
NeurIPS,2006,A Humanlike Predictor of Facial Attractiveness,Daniel Cohen-Or,None
NeurIPS,2006,A Humanlike Predictor of Facial Attractiveness,Eytan Ruppin,None
NeurIPS,2006,Modelling transcriptional regulation using Gaussian Processes,Neil D Lawrence,Amazon
NeurIPS,2006,Modelling transcriptional regulation using Gaussian Processes,Guido Sanguinetti,University of Edinburgh
NeurIPS,2006,Modelling transcriptional regulation using Gaussian Processes,Magnus Rattray,The University of Sheffield
NeurIPS,2007,Statistical Analysis of Semi-Supervised Regression,John Lafferty,Yale University
NeurIPS,2007,Statistical Analysis of Semi-Supervised Regression,Larry Wasserman,Carnegie Mellon University
NeurIPS,2007,Automatic Generation of Social Tags for Music Recommendation,Douglas Eck,Google Brain
NeurIPS,2007,Automatic Generation of Social Tags for Music Recommendation,Paul Lamere,Sun
NeurIPS,2007,Automatic Generation of Social Tags for Music Recommendation,Thierry Bertin-Mahieux,Columbia
NeurIPS,2007,Automatic Generation of Social Tags for Music Recommendation,Stephen J Green,Oracle Labs
NeurIPS,2007,A New View of Automatic Relevance Determination,David P Wipf,AWS
NeurIPS,2007,A New View of Automatic Relevance Determination,Srikantan Nagarajan,None
NeurIPS,2007,Discovering Weakly-Interacting Factors in a Complex Stochastic Process,Charlie Frogner,MIT
NeurIPS,2007,Discovering Weakly-Interacting Factors in a Complex Stochastic Process,Avi Pfeffer,Harvard University
NeurIPS,2007,Learning with Transformation Invariant Kernels,Christian Walder,Max Planck Institute
NeurIPS,2007,Learning with Transformation Invariant Kernels,Olivier Chapelle,Google
NeurIPS,2007,Stability Bounds for Non-i.i.d. Processes,Mehryar Mohri,Google Research & Courant Institute of Mathematical Sciences
NeurIPS,2007,Stability Bounds for Non-i.i.d. Processes,Afshin Rostamizadeh,Google Research
NeurIPS,2007,"Computational Equivalence of Fixed Points and No Regret Algorithms, and Convergence to Equilibria",Elad Hazan,Princeton University
NeurIPS,2007,"Computational Equivalence of Fixed Points and No Regret Algorithms, and Convergence to Equilibria",Satyen Kale,Google
NeurIPS,2007,Local Algorithms for Approximate Inference in Minor-Excluded Graphs,Kyomin Jung,Massachusetts Institute of Technology
NeurIPS,2007,Local Algorithms for Approximate Inference in Minor-Excluded Graphs,Devavrat Shah,Massachusetts Institute of Technology
NeurIPS,2007,A Unified Model for Content Based Image Suggestion and Feature Selection,Sabri Boutemedjet,Universite de Sherbrooke
NeurIPS,2007,A Unified Model for Content Based Image Suggestion and Feature Selection,Djemel Ziou,Universite de Sherbrooke
NeurIPS,2007,A Unified Model for Content Based Image Suggestion and Feature Selection,Nizar Bouguila,Concordia University
NeurIPS,2007,Fast Variational Inference for Large-scale Internet Diagnosis,John C Platt,Microsoft Research
NeurIPS,2007,Fast Variational Inference for Large-scale Internet Diagnosis,Emre Kiciman,Microsoft Research
NeurIPS,2007,Fast Variational Inference for Large-scale Internet Diagnosis,David A Maltz,Microsoft
NeurIPS,2007,Discriminative Batch Mode Active Learning,Yuhong Guo,Carleton University
NeurIPS,2007,Discriminative Batch Mode Active Learning,Dale Schuurmans,Google Brain & University of Alberta
NeurIPS,2007,Regret Minimization in Games with Incomplete Information,Martin A Zinkevich,Yahoo! Inc.
NeurIPS,2007,Regret Minimization in Games with Incomplete Information,Michael Johanson,University of Alberta
NeurIPS,2007,Regret Minimization in Games with Incomplete Information,Michael Bowling,DeepMind / University of Alberta
NeurIPS,2007,Regret Minimization in Games with Incomplete Information,Carmelo Piccione,University of Alberta
NeurIPS,2007,Learning Monotonic Transformations for Classification,Andrew G Howard,Columbia University
NeurIPS,2007,Learning Monotonic Transformations for Classification,Tony Jebara,Spotify
NeurIPS,2007,Convex Clustering with Exemplar-Based Models,Danial Lashkari,Massachusetts Institute of Technology
NeurIPS,2007,Convex Clustering with Exemplar-Based Models,Polina Golland,Massachusetts Institute of Technology
NeurIPS,2007,Support Vector Machine Classification with Indefinite Kernels,Ronny Luss,Tel Aviv University
NeurIPS,2007,Support Vector Machine Classification with Indefinite Kernels,Alexandre d'Aspremont,CNRS - ENS
NeurIPS,2007,Compressed Regression,Shuheng Zhou,ETH Zurich
NeurIPS,2007,Compressed Regression,John Lafferty,Yale University
NeurIPS,2007,Compressed Regression,Larry Wasserman,Carnegie Mellon University
NeurIPS,2007,Catching Change-points with Lasso,Zaid Harchaoui,University of Washington
NeurIPS,2007,Catching Change-points with Lasso,Céline Lévy-Leduc,GET/Telecom Paris
NeurIPS,2007,Scan Strategies for Meteorological Radars,Victoria Manfredi,University of Massachusetts
NeurIPS,2007,Scan Strategies for Meteorological Radars,Jim Kurose,None
NeurIPS,2007,Experience-Guided Search: A Theory of Attentional Control,Mike Mozer,Google Research and U. Colorado Boulder
NeurIPS,2007,Experience-Guided Search: A Theory of Attentional Control,David Baldwin,Indiana University
NeurIPS,2007,Optimal ROC Curve for a Combination of Classifiers,Marco Barreno,"University of California, Berkeley"
NeurIPS,2007,Optimal ROC Curve for a Combination of Classifiers,Alvaro A Cárdenas,"University of California, Berkeley"
NeurIPS,2007,Optimal ROC Curve for a Combination of Classifiers,Doug Tygar,University of California
NeurIPS,2007,Random Projections for Manifold Learning,Chinmay Hegde,Rice University
NeurIPS,2007,Random Projections for Manifold Learning,Richard Baraniuk,Rice University
NeurIPS,2007,Loop Series and Bethe Variational Bounds in Attractive Graphical Models,Erik Sudderth,Brown University
NeurIPS,2007,Loop Series and Bethe Variational Bounds in Attractive Graphical Models,Martin J Wainwright,UC Berkeley
NeurIPS,2007,Loop Series and Bethe Variational Bounds in Attractive Graphical Models,Alan S Willsky,Massachusetts Institute of Technology
NeurIPS,2007,On Ranking in Survival Analysis: Bounds on the Concordance Index,Vikas C Raykar,IBM Research
NeurIPS,2007,On Ranking in Survival Analysis: Bounds on the Concordance Index,Harald Steck,ETH Zurich
NeurIPS,2007,On Ranking in Survival Analysis: Bounds on the Concordance Index,Balaji R Krishnapuram,IBM
NeurIPS,2007,On Ranking in Survival Analysis: Bounds on the Concordance Index,Cary Dehing-Oberije,None
NeurIPS,2007,On Ranking in Survival Analysis: Bounds on the Concordance Index,Philippe Lambin,None
NeurIPS,2007,Multiple-Instance Pruning For Learning Efficient Cascade Detectors,Cha Zhang,Microsoft AI & Research
NeurIPS,2007,Multiple-Instance Pruning For Learning Efficient Cascade Detectors,Paul Viola,Microsoft
NeurIPS,2007,Multiple Instance Active Learning,Burr Settles,Duolingo
NeurIPS,2007,Multiple Instance Active Learning,Mark Craven,University of Wisconsin - Madison
NeurIPS,2007,Multiple Instance Active Learning,Soumya Ray,Case Western Reserve University
NeurIPS,2007,Modeling homophily and stochastic equivalence in symmetric relational data,Peter Hoff,University of Washington
NeurIPS,2007,People Tracking with the Laplacian Eigenmaps Latent Variable Model,Zhengdong Lu,Noah's Ark Lab Huawei Technologies
NeurIPS,2007,People Tracking with the Laplacian Eigenmaps Latent Variable Model,Miguel A. Carreira-Perpinan,"University of California, Merced"
NeurIPS,2007,People Tracking with the Laplacian Eigenmaps Latent Variable Model,Cristian Sminchisescu,Lund University/Google
NeurIPS,2007,Using Deep Belief Nets to Learn Covariance Kernels for Gaussian Processes,Russ Salakhutdinov,Carnegie Mellon University
NeurIPS,2007,Using Deep Belief Nets to Learn Covariance Kernels for Gaussian Processes,Geoffrey E Hinton,Google & University of Toronto
NeurIPS,2007,CPR for CSPs: A Probabilistic Relaxation of Constraint Propagation,Luis E Ortiz,University of Michigan - Dearborn
NeurIPS,2007,Bayesian Policy Learning with Trans-Dimensional MCMC,Matthew Hoffman,DeepMind
NeurIPS,2007,Bayesian Policy Learning with Trans-Dimensional MCMC,Arnaud Doucet,Oxford
NeurIPS,2007,Bayesian Policy Learning with Trans-Dimensional MCMC,Nando de Freitas,University of Oxford
NeurIPS,2007,Bayesian Policy Learning with Trans-Dimensional MCMC,Ajay Jasra,Imperial College London
NeurIPS,2007,Modeling image patches with a directed hierarchy of Markov random fields,Simon Osindero,Flickr / Yahoo!
NeurIPS,2007,Modeling image patches with a directed hierarchy of Markov random fields,Geoffrey E Hinton,Google & University of Toronto
NeurIPS,2007,Fixing Max-Product: Convergent Message Passing Algorithms for MAP LP-Relaxations,Amir Globerson,"Tel Aviv University, Google"
NeurIPS,2007,Fixing Max-Product: Convergent Message Passing Algorithms for MAP LP-Relaxations,Tommi Jaakkola,MIT
NeurIPS,2007,Active Preference Learning with Discrete Choice Data,Eric Brochu,University of British Columbia
NeurIPS,2007,Active Preference Learning with Discrete Choice Data,Nando de Freitas,University of Oxford
NeurIPS,2007,Active Preference Learning with Discrete Choice Data,Abhijeet Ghosh,None
NeurIPS,2007,Estimating divergence functionals and the likelihood ratio by penalized convex risk minimization,Long Nguyen,University of Michigan
NeurIPS,2007,Estimating divergence functionals and the likelihood ratio by penalized convex risk minimization,Martin J Wainwright,UC Berkeley
NeurIPS,2007,Estimating divergence functionals and the likelihood ratio by penalized convex risk minimization,Michael Jordan,UC Berkeley
NeurIPS,2007,Optimistic Linear Programming gives Logarithmic Regret for Irreducible MDPs,Ambuj Tewari,University of Michigan
NeurIPS,2007,Optimistic Linear Programming gives Logarithmic Regret for Irreducible MDPs,Peter Bartlett,UC Berkeley
NeurIPS,2007,Efficient Principled Learning of Thin Junction Trees,Anton Chechetka,Carnegie Mellon University
NeurIPS,2007,Efficient Principled Learning of Thin Junction Trees,Carlos Guestrin,University of Washington
NeurIPS,2007,Supervised Topic Models,David Blei,Columbia University
NeurIPS,2007,Supervised Topic Models,Jon McAuliffe,UC Berkeley and Voleon
NeurIPS,2007,A Probabilistic Approach to Language Change,Alexandre Bouchard-Côté,UBC
NeurIPS,2007,A Probabilistic Approach to Language Change,Percy Liang,Stanford University
NeurIPS,2007,A Probabilistic Approach to Language Change,Tom Griffiths,Princeton
NeurIPS,2007,A Probabilistic Approach to Language Change,Dan Klein,UC Berkeley
NeurIPS,2007,Linear programming analysis of loopy belief propagation for weighted matching,Sujay Sanghavi,UT-Austin
NeurIPS,2007,Linear programming analysis of loopy belief propagation for weighted matching,Dmitry Malioutov,DE Shaw Group
NeurIPS,2007,Linear programming analysis of loopy belief propagation for weighted matching,Alan S Willsky,Massachusetts Institute of Technology
NeurIPS,2007,Computing Robust Counter-Strategies,Michael Johanson,University of Alberta
NeurIPS,2007,Computing Robust Counter-Strategies,Martin A Zinkevich,Yahoo! Inc.
NeurIPS,2007,Computing Robust Counter-Strategies,Michael Bowling,DeepMind / University of Alberta
NeurIPS,2007,The Epoch-Greedy Algorithm for Multi-armed Bandits with Side Information,John Langford,Microsoft Research
NeurIPS,2007,The Epoch-Greedy Algorithm for Multi-armed Bandits with Side Information,Tong Zhang,Tencent
NeurIPS,2007,Evaluating Search Engines by Modeling the Relationship Between Relevance and Clicks,Ben Carterette,University of Massachusetts Amherst
NeurIPS,2007,Evaluating Search Engines by Modeling the Relationship Between Relevance and Clicks,Rosie Jones,Yahoo! Research
NeurIPS,2007,Discriminative Keyword Selection Using Support Vector Machines,Fred Richardson,MIT Lincoln Laboratory
NeurIPS,2007,Discriminative Keyword Selection Using Support Vector Machines,William Campbell,MIT Lincoln Laboratory
NeurIPS,2007,"A Unified Near-Optimal Estimator For Dimension Reduction in $l_\alpha$ ($0
            
                In
                    
                    Poster Session

Ping Li · Trevor Hastie



 PDF »",Ping Li,Baidu Research USA
NeurIPS,2007,"A Unified Near-Optimal Estimator For Dimension Reduction in $l_\alpha$ ($0
            
                In
                    
                    Poster Session

Ping Li · Trevor Hastie



 PDF »",Trevor Hastie,Stanford University
NeurIPS,2007,A learning framework for nearest neighbor search,Lawrence Cayton,Max Planck Institute for Biological Cybernetics
NeurIPS,2007,A learning framework for nearest neighbor search,Sanjoy Dasgupta,UC San Diego
NeurIPS,2007,Online Linear Regression and Its Application to Model-Based Reinforcement Learning,Alexander L Strehl,Yahoo! Research
NeurIPS,2007,Online Linear Regression and Its Application to Model-Based Reinforcement Learning,Michael L Littman,Rutgers University
NeurIPS,2007,Competition Adds Complexity,Judy Goldsmith,University of Kentucky
NeurIPS,2007,Competition Adds Complexity,Martin Mundhenk,None
NeurIPS,2007,Convex Relaxations of EM,Yuhong Guo,Carleton University
NeurIPS,2007,Convex Relaxations of EM,Dale Schuurmans,Google Brain & University of Alberta
NeurIPS,2007,Adaptive Embedded Subgraph Algorithms using Walk-Sum Analysis,Venkat Chandrasekaran,California Institute of Technology
NeurIPS,2007,Adaptive Embedded Subgraph Algorithms using Walk-Sum Analysis,Jason K Johnson,Massachusetts Institute of Technology
NeurIPS,2007,Adaptive Embedded Subgraph Algorithms using Walk-Sum Analysis,Alan S Willsky,Massachusetts Institute of Technology
NeurIPS,2007,Topmoumoute Online Natural Gradient Algorithm,Nicolas Le Roux,Google AI
NeurIPS,2007,Topmoumoute Online Natural Gradient Algorithm,Pierre-Antoine Manzagol,Google
NeurIPS,2007,Topmoumoute Online Natural Gradient Algorithm,Yoshua Bengio,University of Montreal
NeurIPS,2007,"Rapid Inference on a novel AND/OR graph: Detection, Segmentation and Parsing of Articulated Deformable Objects in Cluttered Backgrounds",Yuanhao Chen,"University of California, Los Angeles"
NeurIPS,2007,"Rapid Inference on a novel AND/OR graph: Detection, Segmentation and Parsing of Articulated Deformable Objects in Cluttered Backgrounds",Long Zhu,Massachusetts Institute of Technology
NeurIPS,2007,"Rapid Inference on a novel AND/OR graph: Detection, Segmentation and Parsing of Articulated Deformable Objects in Cluttered Backgrounds",Chenxi Lin,Microsoft Research Asia
NeurIPS,2007,"Rapid Inference on a novel AND/OR graph: Detection, Segmentation and Parsing of Articulated Deformable Objects in Cluttered Backgrounds",Alan L Yuille,UCLA
NeurIPS,2007,"Rapid Inference on a novel AND/OR graph: Detection, Segmentation and Parsing of Articulated Deformable Objects in Cluttered Backgrounds",Hongjiang Zhang,None
NeurIPS,2007,Boosting the Area under the ROC Curve,Phil Long,NEC Labs
NeurIPS,2007,Boosting the Area under the ROC Curve,Rocco A Servedio,Columbia University
NeurIPS,2007,Multi-Stage Monte Carlo Approximation for Fast Generalized Data Summations,Michael Holmes,"RGM Advisors, LLC"
NeurIPS,2007,Multi-Stage Monte Carlo Approximation for Fast Generalized Data Summations,Alexander Gray,Skytree Inc. and Georgia Tech
NeurIPS,2007,Multi-Stage Monte Carlo Approximation for Fast Generalized Data Summations,Charles Isbell,Georgia Tech
NeurIPS,2007,Mining Internet-Scale Software Repositories,Erik Linstead,Chapman University
NeurIPS,2007,Mining Internet-Scale Software Repositories,"Paul Rigor, Ph.D.",Amazon Web Services
NeurIPS,2007,Mining Internet-Scale Software Repositories,sushil bajracharya,None
NeurIPS,2007,Mining Internet-Scale Software Repositories,cristina lopes,None
NeurIPS,2007,Mining Internet-Scale Software Repositories,Pierre Baldi,UC Irvine
NeurIPS,2007,Spatial Latent Dirichlet Allocation,Xiaogang Wang,Massachusetts Institute of Technology
NeurIPS,2007,Spatial Latent Dirichlet Allocation,Eric Grimson,Massachusetts Institute of Technology
NeurIPS,2007,A Bayesian LDA-based model for semi-supervised part-of-speech tagging,Kristina N Toutanova,Microsoft Research
NeurIPS,2007,A Bayesian LDA-based model for semi-supervised part-of-speech tagging,Mark Johnson,Macquarie University
NeurIPS,2007,The Value of Labeled and Unlabeled Examples when the Model is Imperfect,Kaushik Sinha,The Ohio State University
NeurIPS,2007,The Value of Labeled and Unlabeled Examples when the Model is Imperfect,Mikhail Belkin,Ohio State University
NeurIPS,2007,Resampling Methods for Protein Structure Prediction with Rosetta,Ben Blum,UC Berkeley
NeurIPS,2007,Resampling Methods for Protein Structure Prediction with Rosetta,David Baker,University of Washington
NeurIPS,2007,Resampling Methods for Protein Structure Prediction with Rosetta,Michael Jordan,UC Berkeley
NeurIPS,2007,Resampling Methods for Protein Structure Prediction with Rosetta,Philip Bradley,None
NeurIPS,2007,Resampling Methods for Protein Structure Prediction with Rosetta,Rhiju Das,University of Washington
NeurIPS,2007,Resampling Methods for Protein Structure Prediction with Rosetta,David Kim,None
NeurIPS,2007,Receding Horizon Differential Dynamic Programming,Yuval Tassa,Hebrew University
NeurIPS,2007,Receding Horizon Differential Dynamic Programming,Tom Erez,Washington University in St. Louis
NeurIPS,2007,Receding Horizon Differential Dynamic Programming,Bill Smart,Washington University in St. Louis
NeurIPS,2007,Learning the structure of manifolds using random projections,Yoav S Freund,"University of California, San Diego"
NeurIPS,2007,Learning the structure of manifolds using random projections,Sanjoy Dasgupta,UC San Diego
NeurIPS,2007,Learning the structure of manifolds using random projections,Mayank Kabra,"University of California, San Diego"
NeurIPS,2007,Learning the structure of manifolds using random projections,Nakul Verma,"University of California, San Diego"
NeurIPS,2007,Sparse Feature Learning for Deep Belief Networks,Marc'Aurelio Ranzato,Facebook AI Research
NeurIPS,2007,Sparse Feature Learning for Deep Belief Networks,Y-Lan Boureau,Facebook
NeurIPS,2007,Sparse Feature Learning for Deep Belief Networks,Yann LeCun,Facebook AI Research and New York University
NeurIPS,2007,Discriminative Log-Linear Grammars with Latent Variables,Slav Petrov,Google
NeurIPS,2007,Discriminative Log-Linear Grammars with Latent Variables,Dan Klein,UC Berkeley
NeurIPS,2007,The Tradeoffs of Large Scale Learning,Leon Bottou,Facebook AI Research
NeurIPS,2007,The Tradeoffs of Large Scale Learning,Olivier Bousquet,Google Brain (Zurich)
NeurIPS,2007,Structured Learning with Approximate Inference,Alex Kulesza,Google
NeurIPS,2007,Structured Learning with Approximate Inference,Fernando Pereira,Google
NeurIPS,2007,Theoretical Analysis of Heuristic Search Methods for Online POMDPs,Stephane Ross,McGill University
NeurIPS,2007,Theoretical Analysis of Heuristic Search Methods for Online POMDPs,Joelle Pineau,McGill University
NeurIPS,2007,Theoretical Analysis of Heuristic Search Methods for Online POMDPs,Brahim Chaib-draa,Laval University
NeurIPS,2007,"HM-BiTAM: Bilingual Topic Exploration, Word Alignment, and Translation",Bing Zhao,IBM
NeurIPS,2007,"HM-BiTAM: Bilingual Topic Exploration, Word Alignment, and Translation",Eric Xing,Petuum Inc. /  Carnegie Mellon University
NeurIPS,2007,Random Sampling of States in Dynamic Programming,Chris Atkeson,CMU
NeurIPS,2007,Random Sampling of States in Dynamic Programming,Benjamin Stephens,Carnegie Mellon University
NeurIPS,2007,Learning Bounds for Domain Adaptation,John Blitzer,Google
NeurIPS,2007,Learning Bounds for Domain Adaptation,Yacov Crammer,Technion
NeurIPS,2007,Learning Bounds for Domain Adaptation,Alex Kulesza,Google
NeurIPS,2007,Learning Bounds for Domain Adaptation,Fernando Pereira,Google
NeurIPS,2007,Learning Bounds for Domain Adaptation,Jenn Wortman Vaughan,Microsoft Research
NeurIPS,2007,Efficient multiple hyperparameter learning for log-linear models,Chuong B Do,Stanford University
NeurIPS,2007,Efficient multiple hyperparameter learning for log-linear models,Chuan-Sheng Foo,"Computer Science Department, Stanford University"
NeurIPS,2007,Efficient multiple hyperparameter learning for log-linear models,Andrew Y Ng,DeepLearning.AI
NeurIPS,2007,Configuration Estimates Improve Pedestrian Finding,Duan D Tran,UIUC
NeurIPS,2007,Configuration Estimates Improve Pedestrian Finding,David A Forsyth,University of Illinois
NeurIPS,2007,Sparse Overcomplete Latent Variable Decomposition of Counts Data,Madhusudana Shashanka,Mars Information Services
NeurIPS,2007,Sparse Overcomplete Latent Variable Decomposition of Counts Data,Bhiksha Raj,Mitsubishi Electric Research Labs
NeurIPS,2007,Sparse Overcomplete Latent Variable Decomposition of Counts Data,Paris Smaragdis,University of Illinois Urbana-Champaign
NeurIPS,2007,Progressive mixture rules are deviation suboptimal,Jean-Yves Audibert,Université Paris Est
NeurIPS,2007,Parallelizing Support Vector Machines on Distributed Computers,Edward Y Chang,Google (UC Santa Barbara)
NeurIPS,2007,Parallelizing Support Vector Machines on Distributed Computers,Kaihua Zhu,Google Inc.
NeurIPS,2007,Parallelizing Support Vector Machines on Distributed Computers,Hao Wang,None
NeurIPS,2007,Parallelizing Support Vector Machines on Distributed Computers,hongjie Bai,None
NeurIPS,2007,Parallelizing Support Vector Machines on Distributed Computers,Jian Li,None
NeurIPS,2007,Parallelizing Support Vector Machines on Distributed Computers,Zhihuan Qiu,None
NeurIPS,2007,Parallelizing Support Vector Machines on Distributed Computers,Hang Cui,None
NeurIPS,2007,DIFFRAC: a discriminative and flexible framework for clustering,Francis Bach,INRIA - Ecole Normale Superieure
NeurIPS,2007,DIFFRAC: a discriminative and flexible framework for clustering,Zaid Harchaoui,University of Washington
NeurIPS,2007,The Infinite Gamma-Poisson Feature Model,Michalis Titsias,Athens University of Economics and Business
NeurIPS,2007,Direct Importance Estimation with Model Selection and Its Application to Covariate Shift Adaptation,Masashi Sugiyama,RIKEN / University of Tokyo
NeurIPS,2007,Direct Importance Estimation with Model Selection and Its Application to Covariate Shift Adaptation,Shinichi Nakajima,Technische Universität Berlin
NeurIPS,2007,Direct Importance Estimation with Model Selection and Its Application to Covariate Shift Adaptation,Hisashi Kashima,IBM Research
NeurIPS,2007,Direct Importance Estimation with Model Selection and Its Application to Covariate Shift Adaptation,Paul von Buenau,TU Berlin
NeurIPS,2007,Direct Importance Estimation with Model Selection and Its Application to Covariate Shift Adaptation,Motoaki Kawanabe,Fraunhofer FIRST
NeurIPS,2007,Variational inference for Markov jump processes,Manfred Opper,Technische Universitaet Berlin
NeurIPS,2007,Variational inference for Markov jump processes,Guido Sanguinetti,University of Edinburgh
NeurIPS,2007,A General Boosting Method and its Application to Learning Ranking Functions for Web Search,Zhaohui Zheng,Yahoo! Inc.
NeurIPS,2007,A General Boosting Method and its Application to Learning Ranking Functions for Web Search,Hongyuan Zha,Georgia Tech
NeurIPS,2007,A General Boosting Method and its Application to Learning Ranking Functions for Web Search,Tong Zhang,Tencent
NeurIPS,2007,A General Boosting Method and its Application to Learning Ranking Functions for Web Search,Olivier Chapelle,Google
NeurIPS,2007,A General Boosting Method and its Application to Learning Ranking Functions for Web Search,Keke Chen,None
NeurIPS,2007,A General Boosting Method and its Application to Learning Ranking Functions for Web Search,Gordon Sun,None
NeurIPS,2007,Cluster Stability for Finite Samples,Ohad Shamir,Weizmann Institute of Science
NeurIPS,2007,Cluster Stability for Finite Samples,Naftali Tishby,The Hebrew University Jerusalem
NeurIPS,2007,A Multiplicative Weights Algorithm for Apprenticeship Learning,Umar Syed,University of Pennsylvania
NeurIPS,2007,A Multiplicative Weights Algorithm for Apprenticeship Learning,Robert E Schapire,MIcrosoft Research
NeurIPS,2007,The Price of Bandit Information for Online Optimization,Varsha Dani,University of Chicago
NeurIPS,2007,The Price of Bandit Information for Online Optimization,Thomas P Hayes,Toyota Technological Institute at Chicago
NeurIPS,2007,The Price of Bandit Information for Online Optimization,Sham M Kakade,Microsoft Research
NeurIPS,2007,Bundle Methods for Machine Learning,Alex Smola,Amazon - We are hiring!
NeurIPS,2007,Bundle Methods for Machine Learning,Vishwanathan S V N,National ICT Australia
NeurIPS,2007,Bundle Methods for Machine Learning,Quoc V Le,Stanford
NeurIPS,2007,Scene Segmentation with CRFs Learned from Partially Labeled Images,Jakob Verbeek,INRIA
NeurIPS,2007,Scene Segmentation with CRFs Learned from Partially Labeled Images,Bill Triggs,CNRS
NeurIPS,2007,New Outer Bounds on the Marginal Polytope,David Sontag,MIT
NeurIPS,2007,New Outer Bounds on the Marginal Polytope,Tommi Jaakkola,MIT
NeurIPS,2007,An Analysis of Convex Relaxations for MAP Estimation,Pawan K Mudigonda,University of Oxford
NeurIPS,2007,An Analysis of Convex Relaxations for MAP Estimation,Vladimir Kolmogorov,University College London
NeurIPS,2007,An Analysis of Convex Relaxations for MAP Estimation,Philip Torr,Oxford University
NeurIPS,2007,Adaptive Online Gradient Descent,Peter Bartlett,UC Berkeley
NeurIPS,2007,Adaptive Online Gradient Descent,Elad Hazan,Princeton University
NeurIPS,2007,Adaptive Online Gradient Descent,Sasha Rakhlin,University of Pennsylvania
NeurIPS,2007,Regulator Discovery from Gene Expression Time Series of Malaria Parasites: a Hierachical Approach,José Miguel Hernández-Lobato,University of Cambridge
NeurIPS,2007,Regulator Discovery from Gene Expression Time Series of Malaria Parasites: a Hierachical Approach,Tjeerd M Dijkstra,Radboud University Nijmegen
NeurIPS,2007,Regulator Discovery from Gene Expression Time Series of Malaria Parasites: a Hierachical Approach,Tom Heskes,Radboud University Nijmegen
NeurIPS,2007,Catching Up Faster in Bayesian Model Selection and Model Averaging,Tim van Erven,Centrum voor Wiskunde en Informatica
NeurIPS,2007,Catching Up Faster in Bayesian Model Selection and Model Averaging,Peter Grünwald,CWI and Leiden University
NeurIPS,2007,Catching Up Faster in Bayesian Model Selection and Model Averaging,Steven de Rooij,CWI
NeurIPS,2007,Density Estimation under Independent Similarly Distributed Sampling Assumptions,Tony Jebara,Spotify
NeurIPS,2007,Density Estimation under Independent Similarly Distributed Sampling Assumptions,Yingbo Song,Columbia University
NeurIPS,2007,Density Estimation under Independent Similarly Distributed Sampling Assumptions,Kapil Thadani,Columbia University
NeurIPS,2007,SpAM: Sparse Additive Models,Pradeep Ravikumar,Carnegie Mellon University
NeurIPS,2007,SpAM: Sparse Additive Models,Han Liu,Carnegie Mellon University
NeurIPS,2007,SpAM: Sparse Additive Models,John Lafferty,Yale University
NeurIPS,2007,SpAM: Sparse Additive Models,Larry Wasserman,Carnegie Mellon University
NeurIPS,2007,Probabilistic Matrix Factorization,Russ Salakhutdinov,Carnegie Mellon University
NeurIPS,2007,Probabilistic Matrix Factorization,Andriy Mnih,DeepMind
NeurIPS,2007,Infinite State Bayes-Nets for Structured Domains,Max Welling,University of Amsterdam / Qualcomm AI Research
NeurIPS,2007,Infinite State Bayes-Nets for Structured Domains,Ian Porteous,University of California Irvine
NeurIPS,2007,Infinite State Bayes-Nets for Structured Domains,Evgeniy Bart,Cal Tech
NeurIPS,2007,Semi-Supervised Multitask Learning,Qiuhua Liu,Duke University
NeurIPS,2007,Semi-Supervised Multitask Learning,Xuejun Liao,Duke University
NeurIPS,2007,Semi-Supervised Multitask Learning,Lawrence Carin,Duke University
NeurIPS,2007,Colored Maximum Variance Unfolding,Le Song,Carnegie Mellon University
NeurIPS,2007,Colored Maximum Variance Unfolding,Alex Smola,Amazon - We are hiring!
NeurIPS,2007,Colored Maximum Variance Unfolding,Karsten Borgwardt,ETH Zurich
NeurIPS,2007,Colored Maximum Variance Unfolding,Arthur Gretton,"Gatsby Unit, UCL"
